Log file open, 01/25/23 16:32:00
[2023.01.25-11.02.14:667][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_ground_Moss_D.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Textures/T_ground_Moss_D.uasset"
[2023.01.25-11.02.14:681][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Ground_Moss_N.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Textures/T_Ground_Moss_N.uasset"
[2023.01.25-11.02.14:687][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Lamp_M.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Textures/T_Lamp_M.uasset"
[2023.01.25-11.02.14:696][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Lamp_N.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Textures/T_Lamp_N.uasset"
[2023.01.25-11.02.14:782][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_MacroVariation.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Textures/T_MacroVariation.uasset"
[2023.01.25-11.02.14:799][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Metal_Aluminum_D.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Textures/T_Metal_Aluminum_D.uasset"
[2023.01.25-11.02.14:813][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Metal_Copper_D.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Textures/T_Metal_Copper_D.uasset"
[2023.01.25-11.02.14:825][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Metal_Gold_D.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Textures/T_Metal_Gold_D.uasset"
[2023.01.25-11.02.14:833][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Metal_Gold_N.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Textures/T_Metal_Gold_N.uasset"
[2023.01.25-11.02.14:848][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Metal_Rust_D.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Textures/T_Metal_Rust_D.uasset"
[2023.01.25-11.02.14:860][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Metal_Rust_N.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Textures/T_Metal_Rust_N.uasset"
[2023.01.25-11.02.14:870][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Metal_Steel_D.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Textures/T_Metal_Steel_D.uasset"
[2023.01.25-11.02.14:882][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Metal_Steel_N.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Textures/T_Metal_Steel_N.uasset"
[2023.01.25-11.02.14:894][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Perlin_Noise_M.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Textures/T_Perlin_Noise_M.uasset"
[2023.01.25-11.02.14:901][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_RockMesh_M.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Textures/T_RockMesh_M.uasset"
[2023.01.25-11.02.14:914][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_RockMesh_N.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Textures/T_RockMesh_N.uasset"
[2023.01.25-11.02.14:998][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Rock_Basalt_D.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Textures/T_Rock_Basalt_D.uasset"
[2023.01.25-11.02.15:011][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Rock_Basalt_N.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Textures/T_Rock_Basalt_N.uasset"
[2023.01.25-11.02.15:022][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Rock_Marble_Polished_D.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Textures/T_Rock_Marble_Polished_D.uasset"
[2023.01.25-11.02.15:036][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Rock_Sandstone_D.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Textures/T_Rock_Sandstone_D.uasset"
[2023.01.25-11.02.15:051][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Rock_Sandstone_N.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Textures/T_Rock_Sandstone_N.uasset"
[2023.01.25-11.02.15:067][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Rock_Slate_D.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Textures/T_Rock_Slate_D.uasset"
[2023.01.25-11.02.15:139][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Rock_Slate_N.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Textures/T_Rock_Slate_N.uasset"
[2023.01.25-11.02.15:153][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Rock_Smooth_Granite_D.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Textures/T_Rock_Smooth_Granite_D.uasset"
[2023.01.25-11.02.15:159][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Shelf_M.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Textures/T_Shelf_M.uasset"
[2023.01.25-11.02.15:166][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Shelf_N.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Textures/T_Shelf_N.uasset"
[2023.01.25-11.02.15:171][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Single_Tile_N.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Textures/T_Single_Tile_N.uasset"
[2023.01.25-11.02.15:179][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Smoke_SubUV.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Textures/T_Smoke_SubUV.uasset"
[2023.01.25-11.02.15:185][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Smoke_Tiled_D.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Textures/T_Smoke_Tiled_D.uasset"
[2023.01.25-11.02.15:189][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Spark_Core.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Textures/T_Spark_Core.uasset"
[2023.01.25-11.02.15:195][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Statue_M.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Textures/T_Statue_M.uasset"
[2023.01.25-11.02.15:201][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Statue_N.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Textures/T_Statue_N.uasset"
[2023.01.25-11.02.15:207][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_TableRound_M.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Textures/T_TableRound_M.uasset"
[2023.01.25-11.02.15:215][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_TableRound_N.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Textures/T_TableRound_N.uasset"
[2023.01.25-11.02.15:220][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Tech_Dot_M.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Textures/T_Tech_Dot_M.uasset"
[2023.01.25-11.02.15:225][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Tech_Dot_N.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Textures/T_Tech_Dot_N.uasset"
[2023.01.25-11.02.15:232][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Tech_Hex_Tile_M.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Textures/T_Tech_Hex_Tile_M.uasset"
[2023.01.25-11.02.15:238][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Tech_Hex_Tile_N.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Textures/T_Tech_Hex_Tile_N.uasset"
[2023.01.25-11.02.15:259][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Tech_Panel_M.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Textures/T_Tech_Panel_M.uasset"
[2023.01.25-11.02.15:266][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Tech_Panel_N.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Textures/T_Tech_Panel_N.uasset"
[2023.01.25-11.02.15:272][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Water_M.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Textures/T_Water_M.uasset"
[2023.01.25-11.02.15:318][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Water_N.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Textures/T_Water_N.uasset"
[2023.01.25-11.02.15:390][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Wood_Floor_Walnut_D.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Textures/T_Wood_Floor_Walnut_D.uasset"
[2023.01.25-11.02.15:415][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Wood_Floor_Walnut_M.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Textures/T_Wood_Floor_Walnut_M.uasset"
[2023.01.25-11.02.15:469][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Wood_Floor_Walnut_N.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Textures/T_Wood_Floor_Walnut_N.uasset"
[2023.01.25-11.02.15:483][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Wood_Oak_D.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Textures/T_Wood_Oak_D.uasset"
[2023.01.25-11.02.15:495][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Wood_Oak_N.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Textures/T_Wood_Oak_N.uasset"
[2023.01.25-11.02.15:510][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Wood_Pine_D.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Textures/T_Wood_Pine_D.uasset"
[2023.01.25-11.02.15:519][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Wood_Pine_N.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Textures/T_Wood_Pine_N.uasset"
[2023.01.25-11.02.15:533][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Wood_Walnut_D.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Textures/T_Wood_Walnut_D.uasset"
[2023.01.25-11.02.15:545][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Wood_Walnut_N.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Textures/T_Wood_Walnut_N.uasset"
[2023.01.25-11.02.15:550][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/Materials/M_Bush.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Props/Materials/M_Bush.uasset"
[2023.01.25-11.02.15:555][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/Materials/M_Chair.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Props/Materials/M_Chair.uasset"
[2023.01.25-11.02.15:559][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/Materials/M_Door.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Props/Materials/M_Door.uasset"
[2023.01.25-11.02.15:566][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/Materials/M_Frame.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Props/Materials/M_Frame.uasset"
[2023.01.25-11.02.15:570][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/Materials/M_Lamp.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Props/Materials/M_Lamp.uasset"
[2023.01.25-11.02.15:575][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/Materials/M_Rock.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Props/Materials/M_Rock.uasset"
[2023.01.25-11.02.15:602][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/Materials/M_Shelf.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Props/Materials/M_Shelf.uasset"
[2023.01.25-11.02.15:607][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/Materials/M_Statue.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Props/Materials/M_Statue.uasset"
[2023.01.25-11.02.15:611][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/Materials/M_StatueGlass.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Props/Materials/M_StatueGlass.uasset"
[2023.01.25-11.02.15:617][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/Materials/M_TableRound.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Props/Materials/M_TableRound.uasset"
[2023.01.25-11.02.15:621][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Blueprints/Assets/FogBrightnessLUT.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Blueprints/Assets/FogBrightnessLUT.uasset"
[2023.01.25-11.02.15:625][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Blueprints/Assets/M_LightStage_Arrows.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Blueprints/Assets/M_LightStage_Arrows.uasset"
[2023.01.25-11.02.15:630][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Black.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Black.uasset"
[2023.01.25-11.02.15:636][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Blueprints/Assets/M_LightStage_Skybox_HDRI.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Blueprints/Assets/M_LightStage_Skybox_HDRI.uasset"
[2023.01.25-11.02.15:647][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.uasset"
[2023.01.25-11.02.15:652][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Blueprints/Assets/Skybox.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Blueprints/Assets/Skybox.uasset"
[2023.01.25-11.02.15:657][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Blueprints/Assets/SM_Arrows.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Blueprints/Assets/SM_Arrows.uasset"
[2023.01.25-11.02.15:662][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Blueprints/Assets/SunlightColorLUT.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Blueprints/Assets/SunlightColorLUT.uasset"
[2023.01.25-11.02.15:667][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/Materials/M_Burst.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Particles/Materials/M_Burst.uasset"
[2023.01.25-11.02.15:673][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/Materials/M_Dust_Particle.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Particles/Materials/M_Dust_Particle.uasset"
[2023.01.25-11.02.15:678][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/Materials/M_explosion_subUV.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Particles/Materials/M_explosion_subUV.uasset"
[2023.01.25-11.02.15:684][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/Materials/M_Fire_SubUV.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Particles/Materials/M_Fire_SubUV.uasset"
[2023.01.25-11.02.15:689][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/Materials/m_flare_01.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Particles/Materials/m_flare_01.uasset"
[2023.01.25-11.02.15:703][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/Materials/M_Heat_Distortion.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Particles/Materials/M_Heat_Distortion.uasset"
[2023.01.25-11.02.15:708][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/Materials/M_Radial_Gradient.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Particles/Materials/M_Radial_Gradient.uasset"
[2023.01.25-11.02.15:715][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/Materials/M_radial_ramp.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Particles/Materials/M_radial_ramp.uasset"
[2023.01.25-11.02.15:720][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/Materials/M_smoke_subUV.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Particles/Materials/M_smoke_subUV.uasset"
[2023.01.25-11.02.15:724][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/Materials/M_Spark.uasset" to "D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Particles/Materials/M_Spark.uasset"
[2023.01.25-11.02.15:729][  0]LogStaticMesh: Display: Building static mesh Floor_400x400...
[2023.01.25-11.02.15:736][  0]LogStaticMesh: Built static mesh [0.01s] /Game/StarterContent/Architecture/Floor_400x400.Floor_400x400
[2023.01.25-11.02.16:054][  0]LogStaticMesh: Display: Building static mesh Floor_400x400...
[2023.01.25-11.02.16:055][  0]LogStaticMesh: Built static mesh [0.00s] /Game/StarterContent/Architecture/Floor_400x400.Floor_400x400
[2023.01.25-11.02.16:059][  0]LogFileHelpers: InternalPromptForCheckoutAndSave started...
[2023.01.25-11.02.16:515][  0]Cmd: OBJ SAVEPACKAGE PACKAGE="/Game/StarterContent/Architecture/Floor_400x400" FILE="D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Architecture/Floor_400x400.uasset" SILENT=true
[2023.01.25-11.02.16:924][  0]LogPackageLocalizationCache: Processed 43 localized package path(s) for 1 prioritized culture(s) in 0.407780 seconds
[2023.01.25-11.02.16:927][  0]LogSerialization: UsePackageTrailer: 'true'
[2023.01.25-11.02.16:933][  0]LogSavePackage: Moving output files for package: /Game/StarterContent/Architecture/Floor_400x400
[2023.01.25-11.02.16:934][  0]LogSavePackage: Moving 'D:/XiTiX/Unreal_Environments/Gaea_Import_01/Saved/Floor_400x400DD292D154D6FE6EB3EE6B9920D7DFF22.tmp' to 'D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/StarterContent/Architecture/Floor_400x400.uasset'
[2023.01.25-11.02.16:936][  0]LogFileHelpers: InternalPromptForCheckoutAndSave took 876 ms
[2023.01.25-11.02.16:936][  0]LogFeaturePack: Inserted 1 feature packs
[2023.01.25-11.02.16:936][  0]Cmd: MAP LOAD FILE="D:/XiTiX/Unreal_Environments/Gaea_Import_01/Content/ThirdPerson/Maps/ThirdPersonMap.umap" TEMPLATE=0 SHOWPROGRESS=1 FEATURELEVEL=4
[2023.01.25-11.02.16:936][  0]LightingResults: New page: Lighting Build
[2023.01.25-11.02.16:942][  0]LogWorld: UWorld::CleanupWorld for Untitled, bSessionEnded=true, bCleanupResources=true
[2023.01.25-11.02.16:942][  0]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2023.01.25-11.02.16:942][  0]MapCheck: New page: Map Check
[2023.01.25-11.02.16:942][  0]LightingResults: New page: Lighting Build
[2023.01.25-11.02.16:952][  0]LogAudio: Display: Audio Device unregistered from world 'None'.
[2023.01.25-11.02.16:956][  0]LogUObjectHash: Compacting FUObjectHashTables data took   0.62ms
[2023.01.25-11.02.17:624][  0]LogAudio: Display: Audio Device (ID: 1) registered with world 'ThirdPersonMap'.
[2023.01.25-11.02.17:624][  0]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2023.01.25-11.02.17:624][  0]LogAIModule: Creating AISystem for world ThirdPersonMap
[2023.01.25-11.02.17:625][  0]LogWorldPartition: ULevel::OnLevelLoaded(ThirdPersonMap)(bIsOwningWorldGameWorld=0, bIsOwningWorldPartitioned=1, bIsValidLevelInstance=0, InitializeForMainWorld=1, InitializeForEditor=0, InitializeForGame=0)
[2023.01.25-11.02.17:625][  0]LogWorldPartition: Display: WorldPartition initialize started...
[2023.01.25-11.02.17:625][  0]LogWorldPartition: UWorldPartition::Initialize(Asset=ThirdPersonMap, IsEditor=1, bPIEWorldTravel=0 IsGame=0, IsCooking=0)
[2023.01.25-11.02.17:756][  0]LogContentBundle: [Container: ThirdPersonMap] Creating new contrainer.
[2023.01.25-11.02.17:756][  0]LogWorldPartition: Display: WorldPartition initialize took 130 ms
[2023.01.25-11.02.17:763][  0]LogEditorServer: Finished looking for orphan Actors (0.000 secs)
[2023.01.25-11.02.17:780][  0]LogUObjectHash: Compacting FUObjectHashTables data took   0.75ms
[2023.01.25-11.02.17:781][  0]Cmd: MAP CHECKDEP NOCLEARLOG
[2023.01.25-11.02.17:781][  0]MapCheck: Map check complete: 0 Error(s), 0 Warning(s), took 0.381ms to complete.
[2023.01.25-11.02.17:781][  0]LogFileHelpers: Loading map 'ThirdPersonMap' took 0.845
[2023.01.25-11.02.17:802][  0]LogUnrealEdMisc: Total Editor Startup Time, took 18.019
[2023.01.25-11.02.17:802][  0]LogShaderCompilers: Display: ================================================
[2023.01.25-11.02.17:802][  0]LogShaderCompilers: Display: === FShaderJobCache stats ===
[2023.01.25-11.02.17:802][  0]LogShaderCompilers: Display: Total job queries 12, among them cache hits 0 (0.00%)
[2023.01.25-11.02.17:802][  0]LogShaderCompilers: Display: Tracking 0 distinct input hashes that result in 0 distinct outputs (0.00%)
[2023.01.25-11.02.17:802][  0]LogShaderCompilers: Display: RAM used: 0.00 MB (0.00 GB) of 1638.40 MB (1.60 GB) budget. Usage: 0.00%
[2023.01.25-11.02.17:802][  0]LogShaderCompilers: Display: === Shader Compilation stats ===
[2023.01.25-11.02.17:802][  0]LogShaderCompilers: Display: Shaders Compiled: 0
[2023.01.25-11.02.17:802][  0]LogShaderCompilers: Display: Jobs assigned 5, completed 0 (0.00%)
[2023.01.25-11.02.17:802][  0]LogShaderCompilers: Display: Time job spent in pending queue: average 0.04 s, longest 0.05 s
[2023.01.25-11.02.17:802][  0]LogShaderCompilers: Display: Time at least one job was in flight (either pending or executed): 0.00 s
[2023.01.25-11.02.17:802][  0]LogShaderCompilers: Display: Jobs were issued in 5 batches (only local compilation was used), average 1.00 jobs/batch
[2023.01.25-11.02.17:802][  0]LogShaderCompilers: Display: ================================================
[2023.01.25-11.02.18:034][  0]LogSlate: The tab "LevelEditorToolBar" attempted to spawn in layout 'LevelEditor_Layout_v1.8' but failed for some reason. It will not be displayed.
[2023.01.25-11.02.18:167][  0]LogSlate: The tab "TopLeftModeTab" attempted to spawn in layout 'LevelEditor_Layout_v1.8' but failed for some reason. It will not be displayed.
[2023.01.25-11.02.18:208][  0]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2023.01.25-11.02.18:221][  0]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2023.01.25-11.02.18:229][  0]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2023.01.25-11.02.18:235][  0]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2023.01.25-11.02.18:319][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/StarterContent.upack', mount point: 'root:/'
[2023.01.25-11.02.18:319][  0]LogPakFile: Display: Mounted Pak file 'C:/Program Files/Epic Games/UE_5.1/FeaturePacks/TP_FirstPerson.upack', mount point: 'root:/'
